date,YYYYMMMDD,BBBB,DDDD,H,I,LAT,LONG,PRES,WND,OWD
05/08/2006,2006050806,46,601,Chanchu,1,8.7,135.3,1000,15,0.0
05/08/2006,2006050812,46,601,Chanchu,1,8.6,134.5,1000,15,0.0
05/08/2006,2006050818,46,601,Chanchu,1,8.5,133.9,1000,15,0.0
05/09/2006,2006050900,46,601,Chanchu,1,8.3,133.4,1000,15,0.0
05/09/2006,2006050906,46,601,Chanchu,1,8.4,132.6,1000,15,0.0
05/09/2006,2006050912,46,601,Chanchu,2,8.6,132.0,998,18,0.0
05/09/2006,2006050918,46,601,Chanchu,2,8.7,131.5,995,20,0.0
05/10/2006,2006051000,46,601,Chanchu,2,9.1,130.8,990,23,0.0
05/10/2006,2006051006,46,601,Chanchu,2,9.7,129.9,990,23,0.0
05/10/2006,2006051012,46,601,Chanchu,3,9.8,129.4,990,25,0.0
05/10/2006,2006051018,46,601,Chanchu,3,10.3,128.9,985,28,0.0
05/11/2006,2006051100,46,601,Chanchu,3,10.9,128.1,985,28,0.0
05/11/2006,2006051106,46,601,Chanchu,3,11.5,126.8,985,28,0.0
05/11/2006,2006051112,46,601,Chanchu,3,12.0,125.8,980,30,0.0
05/11/2006,2006051118,46,601,Chanchu,3,12.4,124.7,985,28,0.0
05/12/2006,2006051200,46,601,Chanchu,3,12.7,123.7,985,28,0.0
05/12/2006,2006051206,46,601,Chanchu,3,13.0,122.6,980,30,0.0
05/12/2006,2006051212,46,601,Chanchu,3,13.0,121.8,980,30,0.0
05/12/2006,2006051218,46,601,Chanchu,3,13.0,121.2,980,30,0.0
05/13/2006,2006051300,46,601,Chanchu,3,13.4,120.6,980,30,0.0
05/13/2006,2006051306,46,601,Chanchu,3,13.8,119.4,980,30,0.0
05/13/2006,2006051312,46,601,Chanchu,4,13.9,118.9,975,33,0.0
05/13/2006,2006051318,46,601,Chanchu,4,13.9,118.2,970,35,0.0
05/14/2006,2006051400,46,601,Chanchu,4,13.9,117.5,960,40,0.0
05/14/2006,2006051406,46,601,Chanchu,4,13.9,116.6,960,40,0.0
05/14/2006,2006051412,46,601,Chanchu,5,13.9,115.9,950,45,0.0
05/14/2006,2006051418,46,601,Chanchu,5,13.9,115.5,940,50,0.0
05/15/2006,2006051500,46,601,Chanchu,5,14.1,115.3,940,50,0.0
05/15/2006,2006051506,46,601,Chanchu,5,14.7,115.2,940,50,0.0
05/15/2006,2006051512,46,601,Chanchu,5,15.4,115.1,940,50,0.0
