date,YYYYMMMDD,BBBB,DDDD,H,I,LAT,LONG,PRES,WND,OWD
04/01/1996,1996040112,36,9601,ANN,1,9.0,145.0,1004,12,0.0
04/01/1996,1996040118,36,9601,ANN,1,9.0,145.0,1004,12,0.0
04/02/1996,1996040200,36,9601,ANN,1,9.0,144.5,1000,15,0.0
04/02/1996,1996040206,36,9601,ANN,1,9.2,144.1,1000,15,0.0
04/02/1996,1996040212,36,9601,ANN,1,9.3,143.7,1000,15,0.0
04/02/1996,1996040218,36,9601,ANN,1,9.4,143.2,1000,15,0.0
04/03/1996,1996040300,36,9601,ANN,1,9.5,142.5,1000,15,0.0
04/03/1996,1996040306,36,9601,ANN,1,9.7,142.0,1004,12,0.0
04/03/1996,1996040312,36,9601,ANN,1,10.0,141.4,1004,12,0.0
04/03/1996,1996040318,36,9601,ANN,1,10.1,140.5,1004,12,0.0
04/04/1996,1996040400,36,9601,ANN,1,9.5,139.8,1004,12,0.0
04/04/1996,1996040406,36,9601,ANN,1,9.0,139.0,1002,15,0.0
04/04/1996,1996040412,36,9601,ANN,1,8.4,137.0,1002,15,0.0
04/04/1996,1996040418,36,9601,ANN,1,8.5,135.5,1002,15,0.0
04/05/1996,1996040500,36,9601,ANN,1,9.2,134.2,1002,15,0.0
04/05/1996,1996040506,36,9601,ANN,1,9.8,132.5,1002,15,0.0
04/05/1996,1996040512,36,9601,ANN,1,10.0,131.5,1002,15,0.0
04/05/1996,1996040518,36,9601,ANN,2,10.1,130.5,998,18,0.0
04/06/1996,1996040600,36,9601,ANN,2,10.2,129.6,998,18,0.0
04/06/1996,1996040606,36,9601,ANN,2,10.4,128.3,998,18,0.0
04/06/1996,1996040612,36,9601,ANN,2,10.6,127.3,998,18,0.0
04/06/1996,1996040618,36,9601,ANN,2,10.8,126.2,998,18,0.0
04/07/1996,1996040700,36,9601,ANN,2,11.0,125.5,998,18,0.0
04/07/1996,1996040706,36,9601,ANN,2,11.5,124.6,998,18,0.0
04/07/1996,1996040712,36,9601,ANN,2,11.8,124.1,998,18,0.0
04/07/1996,1996040718,36,9601,ANN,2,11.8,123.6,998,18,0.0
04/08/1996,1996040800,36,9601,ANN,1,11.8,123.1,1000,15,0.0
04/08/1996,1996040806,36,9601,ANN,1,11.8,123.1,1002,15,0.0
04/08/1996,1996040812,36,9601,ANN,1,11.8,123.1,1002,15,0.0
04/08/1996,1996040818,36,9601,ANN,1,11.8,123.1,1002,15,0.0
04/09/1996,1996040900,36,9601,ANN,1,11.8,122.7,1002,15,0.0
04/09/1996,1996040906,36,9601,ANN,0,11.8,122.2,1004,10,0.0
04/09/1996,1996040912,36,9601,ANN,0,11.8,121.3,1004,10,0.0
04/09/1996,1996040918,36,9601,ANN,0,12.0,120.5,1004,10,0.0
04/10/1996,1996041000,36,9601,ANN,0,12.2,119.7,1004,10,0.0
04/10/1996,1996041006,36,9601,ANN,0,12.5,119.1,1004,10,0.0
05/09/1996,1996050912,40,9602,BART,1,8.0,140.0,1005,12,0.0
05/09/1996,1996050918,40,9602,BART,1,8.6,139.4,1005,12,0.0
05/10/1996,1996051000,40,9602,BART,1,9.2,138.8,1002,15,0.0
05/10/1996,1996051006,40,9602,BART,1,9.5,137.6,1000,15,0.0
05/10/1996,1996051012,40,9602,BART,2,9.5,136.3,998,18,0.0
05/10/1996,1996051018,40,9602,BART,2,9.7,134.5,998,18,0.0
05/11/1996,1996051100,40,9602,BART,2,10.0,132.6,998,18,0.0
05/11/1996,1996051106,40,9602,BART,2,10.4,131.6,995,20,0.0
05/11/1996,1996051112,40,9602,BART,2,11.0,130.7,995,20,0.0
05/11/1996,1996051118,40,9602,BART,2,11.5,130.0,995,20,0.0
05/12/1996,1996051200,40,9602,BART,3,12.0,129.4,990,25,0.0
05/12/1996,1996051206,40,9602,BART,3,12.7,128.6,985,25,0.0
05/12/1996,1996051212,40,9602,BART,3,13.3,128.1,985,28,0.0
05/12/1996,1996051218,40,9602,BART,3,13.8,127.7,980,30,0.0
05/13/1996,1996051300,40,9602,BART,4,14.3,127.3,975,33,0.0
05/13/1996,1996051306,40,9602,BART,4,14.7,126.9,975,33,0.0
05/13/1996,1996051312,40,9602,BART,4,15.2,126.5,970,35,0.0
05/13/1996,1996051318,40,9602,BART,4,15.4,126.1,965,40,0.0
05/14/1996,1996051400,40,9602,BART,5,15.7,125.7,955,45,0.0
05/14/1996,1996051406,40,9602,BART,5,16.2,125.4,945,50,0.0
05/14/1996,1996051412,40,9602,BART,5,16.7,125.2,940,50,0.0
05/14/1996,1996051418,40,9602,BART,5,17.2,124.9,945,45,0.0
05/15/1996,1996051500,40,9602,BART,5,17.7,124.7,945,45,0.0
05/15/1996,1996051506,40,9602,BART,5,18.2,124.8,950,45,0.0
05/15/1996,1996051512,40,9602,BART,5,18.6,125.0,955,45,0.0
05/15/1996,1996051518,40,9602,BART,4,19.0,125.2,960,40,0.0
05/16/1996,1996051600,40,9602,BART,4,19.4,125.8,960,40,0.0
05/16/1996,1996051606,40,9602,BART,4,19.8,126.4,960,40,0.0
05/16/1996,1996051612,40,9602,BART,4,20.0,127.5,965,40,0.0
05/16/1996,1996051618,40,9602,BART,4,20.3,128.8,970,35,0.0
05/17/1996,1996051700,40,9602,BART,4,21.1,130.2,975,33,0.0
05/17/1996,1996051706,40,9602,BART,3,22.5,131.7,980,30,0.0
05/17/1996,1996051712,40,9602,BART,3,23.5,133.3,985,28,0.0
05/17/1996,1996051718,40,9602,BART,3,24.9,135.2,985,25,0.0
05/18/1996,1996051800,40,9602,BART,3,25.6,136.8,985,25,0.0
05/18/1996,1996051806,40,9602,BART,2,26.5,138.4,990,20,0.0
05/18/1996,1996051806,29,9603,CAM,1,14.2,114.0,1002,15,0.0
05/18/1996,1996051812,40,9602,BART,2,27.3,140.6,990,20,0.0
05/18/1996,1996051812,29,9603,CAM,1,14.6,114.4,1002,15,0.0
05/18/1996,1996051818,40,9602,BART,2,28.0,142.5,992,20,0.0
