date,YYYYMMMDD,BBBB,DDDD,H,I,LAT,LONG,PRES,WND,OWD
01/01/2013,2013010100,34,1301,Sonamu,0,4.3,140.8,1008,10,0.0
01/01/2013,2013010106,34,1301,Sonamu,0,4.5,139.0,1006,10,0.0
01/01/2013,2013010112,34,1301,Sonamu,0,5.0,136.8,1006,10,0.0
01/01/2013,2013010118,34,1301,Sonamu,1,5.8,134.5,1004,13,0.0
01/02/2013,2013010200,34,1301,Sonamu,1,6.4,132.2,1006,13,0.0
01/02/2013,2013010206,34,1301,Sonamu,1,7.3,130.0,1004,13,0.0
01/02/2013,2013010212,34,1301,Sonamu,1,7.7,128.1,1006,13,0.0
01/02/2013,2013010218,34,1301,Sonamu,1,8.1,126.3,1004,15,0.0
01/03/2013,2013010300,34,1301,Sonamu,1,8.6,123.5,1004,15,0.0
01/03/2013,2013010306,34,1301,Sonamu,1,8.9,121.3,1004,15,0.0
01/03/2013,2013010312,34,1301,Sonamu,2,8.8,119.5,1002,18,0.0
01/03/2013,2013010318,34,1301,Sonamu,2,8.7,117.9,1002,18,0.0
01/04/2013,2013010400,34,1301,Sonamu,2,8.6,116.7,1002,18,0.0
01/04/2013,2013010406,34,1301,Sonamu,2,8.5,115.2,1000,20,0.0
01/04/2013,2013010412,34,1301,Sonamu,2,8.3,114.1,998,20,0.0
01/04/2013,2013010418,34,1301,Sonamu,2,8.1,113.1,996,20,0.0
01/05/2013,2013010500,34,1301,Sonamu,2,8.0,112.1,992,23,0.0
01/05/2013,2013010506,34,1301,Sonamu,2,7.9,111.4,992,23,0.0
01/05/2013,2013010512,34,1301,Sonamu,2,7.7,110.8,992,23,0.0
01/05/2013,2013010518,34,1301,Sonamu,2,7.5,110.5,992,23,0.0
01/06/2013,2013010600,34,1301,Sonamu,2,7.4,110.1,992,23,0.0
01/06/2013,2013010606,34,1301,Sonamu,2,7.3,109.6,994,20,0.0
01/06/2013,2013010612,34,1301,Sonamu,2,7.3,109.1,998,20,0.0
01/06/2013,2013010618,34,1301,Sonamu,2,7.1,108.7,998,20,0.0
01/07/2013,2013010700,34,1301,Sonamu,2,6.7,108.3,998,20,0.0
01/07/2013,2013010706,34,1301,Sonamu,2,6.4,108.3,1000,18,0.0
01/07/2013,2013010712,34,1301,Sonamu,2,6.1,108.4,1000,18,0.0
01/07/2013,2013010718,34,1301,Sonamu,2,5.9,108.5,1002,18,0.0
01/08/2013,2013010800,34,1301,Sonamu,1,5.7,108.6,1004,15,0.0
01/08/2013,2013010806,34,1301,Sonamu,1,5.5,108.9,1006,15,0.0
01/08/2013,2013010812,34,1301,Sonamu,1,5.1,109.3,1006,15,0.0
01/08/2013,2013010818,34,1301,Sonamu,1,4.6,109.8,1008,13,0.0
01/09/2013,2013010900,34,1301,Sonamu,1,4.2,110.3,1008,13,0.0
01/09/2013,2013010906,34,1301,Sonamu,0,4.0,110.7,1010,10,0.0
02/18/2013,2013021806,21,1302,Shanshan,1,5.0,131.0,1004,13,0.0
02/18/2013,2013021812,21,1302,Shanshan,1,5.6,129.3,1004,13,0.0
