date,YYYYMMMDD,BBBB,DDDD,H,I,LAT,LONG,PRES,WND,OWD
07/08/1998,1998070800,13,9801,NICHOLE,1,20.1,118.3,1004,12,0.0
07/08/1998,1998070806,13,9801,NICHOLE,1,20.8,118.8,1002,15,0.0
07/08/1998,1998070812,13,9801,NICHOLE,1,21.6,118.7,1002,15,0.0
07/08/1998,1998070818,13,9801,NICHOLE,1,22.1,118.6,1002,15,0.0
07/09/1998,1998070900,13,9801,NICHOLE,1,22.5,118.6,1002,15,0.0
07/09/1998,1998070906,13,9801,NICHOLE,2,22.8,119.0,998,18,0.0
07/09/1998,1998070912,13,9801,NICHOLE,2,22.9,119.5,998,18,0.0
07/09/1998,1998070918,13,9801,NICHOLE,2,23.0,120.3,998,18,0.0
07/10/1998,1998071000,13,9801,NICHOLE,2,23.9,119.8,998,18,0.0
07/10/1998,1998071006,13,9801,NICHOLE,1,24.2,119.3,1000,15,0.0
07/10/1998,1998071012,13,9801,NICHOLE,1,24.4,119.1,1000,15,0.0
07/10/1998,1998071018,13,9801,NICHOLE,1,24.5,118.7,1002,12,0.0
07/11/1998,1998071100,13,9801,NICHOLE,1,24.4,118.1,1002,12,0.0
08/01/1998,1998080112,16,9802,OTTO,1,14.8,127.4,1004,15,0.0
08/01/1998,1998080118,16,9802,OTTO,1,14.8,127.0,1004,15,0.0
08/02/1998,1998080200,16,9802,OTTO,1,14.8,126.6,1002,15,0.0
08/02/1998,1998080206,16,9802,OTTO,1,14.8,125.8,1000,15,0.0
08/02/1998,1998080212,16,9802,OTTO,1,15.2,125.2,1000,15,0.0
08/02/1998,1998080218,16,9802,OTTO,1,15.9,124.8,1000,15,0.0
08/03/1998,1998080300,16,9802,OTTO,2,17.2,124.6,995,18,0.0
08/03/1998,1998080306,16,9802,OTTO,2,18.7,124.0,990,23,0.0
08/03/1998,1998080312,16,9802,OTTO,3,20.2,123.2,985,25,0.0
08/03/1998,1998080318,16,9802,OTTO,3,21.4,122.5,980,30,0.0
08/04/1998,1998080400,16,9802,OTTO,3,22.2,121.9,980,30,0.0
08/04/1998,1998080406,16,9802,OTTO,3,23.4,121.0,980,30,0.0
08/04/1998,1998080412,16,9802,OTTO,3,24.6,120.0,985,25,0.0
08/04/1998,1998080418,16,9802,OTTO,2,25.5,119.5,998,18,0.0
08/05/1998,1998080500,16,9802,OTTO,2,25.9,118.7,998,18,0.0
08/05/1998,1998080506,16,9802,OTTO,1,26.2,118.3,1000,12,0.0
08/06/1998,1998080612,21,9803,PENNY,1,12.5,127.5,1004,12,0.0
08/06/1998,1998080618,21,9803,PENNY,1,13.5,126.3,1004,12,0.0
08/07/1998,1998080700,21,9803,PENNY,1,14.5,125.5,1000,15,0.0
08/07/1998,1998080706,21,9803,PENNY,1,15.5,124.5,1000,15,0.0
08/07/1998,1998080712,21,9803,PENNY,1,16.2,123.8,1000,15,0.0
08/07/1998,1998080718,21,9803,PENNY,1,16.5,122.9,1000,15,0.0
08/08/1998,1998080800,21,9803,PENNY,1,16.7,122.0,1000,15,0.0
08/08/1998,1998080806,21,9803,PENNY,1,17.0,121.0,1000,15,0.0
08/08/1998,1998080812,21,9803,PENNY,1,17.9,119.9,1000,15,0.0
08/08/1998,1998080818,21,9803,PENNY,1,18.4,118.9,1000,15,0.0
08/09/1998,1998080900,21,9803,PENNY,2,19.0,117.8,998,18,0.0
08/09/1998,1998080906,21,9803,PENNY,2,19.4,116.6,990,23,0.0
08/09/1998,1998080912,21,9803,PENNY,2,19.5,115.9,990,23,0.0
08/09/1998,1998080918,21,9803,PENNY,2,19.8,115.0,990,23,0.0
08/10/1998,1998081000,21,9803,PENNY,2,20.0,114.1,990,23,0.0
08/10/1998,1998081006,21,9803,PENNY,3,20.2,113.2,985,25,0.0
08/10/1998,1998081012,21,9803,PENNY,3,20.4,112.5,985,25,0.0
08/10/1998,1998081018,21,9803,PENNY,3,20.9,111.8,985,25,0.0
08/11/1998,1998081100,21,9803,PENNY,3,21.7,111.3,990,25,0.0
08/11/1998,1998081106,21,9803,PENNY,1,22.5,110.2,995,15,0.0
08/11/1998,1998081112,21,9803,PENNY,0,23.4,107.4,997,10,0.0
08/24/1998,1998082400,58,9804,REX,1,20.0,129.2,1004,15,0.0
08/24/1998,1998082406,58,9804,REX,1,20.7,129.7,1004,15,0.0
08/24/1998,1998082412,58,9804,REX,1,22.0,130.5,1004,15,0.0
08/24/1998,1998082418,58,9804,REX,1,23.5,131.5,1002,15,0.0
08/25/1998,1998082500,58,9804,REX,2,24.3,132.4,998,18,0.0
08/25/1998,1998082506,58,9804,REX,2,24.8,133.1,998,18,0.0
08/25/1998,1998082512,58,9804,REX,2,25.1,133.6,990,23,0.0
08/25/1998,1998082518,58,9804,REX,3,25.2,134.6,985,25,0.0
08/26/1998,1998082600,58,9804,REX,3,25.0,135.2,980,30,0.0
08/26/1998,1998082606,58,9804,REX,4,25.0,136.0,970,35,0.0
08/26/1998,1998082612,58,9804,REX,4,24.5,136.9,965,40,0.0
08/26/1998,1998082618,58,9804,REX,4,24.6,137.6,960,40,0.0
08/27/1998,1998082700,58,9804,REX,4,24.7,138.3,960,40,0.0
08/27/1998,1998082706,58,9804,REX,4,24.9,139.1,960,40,0.0
08/27/1998,1998082712,58,9804,REX,4,25.4,139.7,960,40,0.0
08/27/1998,1998082718,58,9804,REX,4,25.9,140.0,960,40,0.0
08/28/1998,1998082800,58,9804,REX,4,26.5,140.4,960,40,0.0
08/28/1998,1998082806,58,9804,REX,4,27.0,140.8,960,40,0.0
08/28/1998,1998082812,58,9804,REX,4,27.5,141.0,960,40,0.0
08/28/1998,1998082818,58,9804,REX,4,27.9,141.0,960,40,0.0
08/29/1998,1998082900,58,9804,REX,5,28.2,141.0,955,45,0.0
08/29/1998,1998082906,58,9804,REX,5,28.5,141.0,955,45,0.0
08/29/1998,1998082912,58,9804,REX,5,28.8,141.0,955,45,0.0
08/29/1998,1998082918,58,9804,REX,4,29.1,141.0,960,40,0.0
08/30/1998,1998083000,58,9804,REX,4,29.5,141.0,970,35,0.0
08/30/1998,1998083006,58,9804,REX,4,30.2,141.2,970,35,0.0
08/30/1998,1998083012,58,9804,REX,4,30.5,141.6,970,35,0.0
08/30/1998,1998083018,58,9804,REX,4,30.8,142.2,970,35,0.0
08/31/1998,1998083100,58,9804,REX,4,31.3,143.0,970,35,0.0
08/31/1998,1998083106,58,9804,REX,4,31.6,144.1,970,35,0.0
08/31/1998,1998083112,58,9804,REX,4,31.3,144.9,970,35,0.0
08/31/1998,1998083118,58,9804,REX,4,30.7,145.7,970,35,0.0
09/01/1998,1998090100,58,9804,REX,4,30.2,147.0,965,40,0.0
09/01/1998,1998090106,58,9804,REX,4,29.8,148.1,965,40,0.0
09/01/1998,1998090112,58,9804,REX,4,29.3,149.2,965,40,0.0
09/01/1998,1998090118,58,9804,REX,4,29.0,150.2,970,35,0.0
09/02/1998,1998090200,58,9804,REX,4,28.9,151.3,975,33,0.0
09/02/1998,1998090206,58,9804,REX,4,29.3,152.3,975,33,0.0
09/02/1998,1998090212,58,9804,REX,4,29.9,153.2,975,33,0.0
09/02/1998,1998090218,58,9804,REX,4,30.5,153.7,975,33,0.0
09/03/1998,1998090300,58,9804,REX,4,31.0,154.0,975,33,0.0
09/03/1998,1998090306,58,9804,REX,4,31.3,154.3,975,33,0.0
09/03/1998,1998090312,58,9804,REX,4,31.4,154.8,975,33,0.0
09/03/1998,1998090318,58,9804,REX,4,31.5,155.3,975,33,0.0
09/04/1998,1998090400,58,9804,REX,3,31.5,156.0,980,30,0.0
09/04/1998,1998090406,58,9804,REX,3,31.5,156.5,980,30,0.0
09/04/1998,1998090412,58,9804,REX,3,31.5,157.1,980,30,0.0
09/04/1998,1998090418,58,9804,REX,3,31.8,157.4,980,30,0.0
09/05/1998,1998090500,58,9804,REX,3,32.0,157.6,980,30,0.0
09/05/1998,1998090506,58,9804,REX,3,32.8,158.0,980,30,0.0
09/05/1998,1998090512,58,9804,REX,3,33.7,158.1,985,28,0.0
09/05/1998,1998090518,58,9804,REX,3,34.2,158.4,985,28,0.0
09/06/1998,1998090600,58,9804,REX,3,34.9,159.6,985,28,0.0
09/06/1998,1998090606,58,9804,REX,3,36.6,160.8,985,25,0.0
09/06/1998,1998090612,58,9804,REX,3,38.6,161.7,985,25,0.0
09/06/1998,1998090618,58,9804,REX,3,41.6,163.7,985,25,0.0
09/07/1998,1998090700,58,9804,REX,9,45.8,164.3,985,25,0.0
09/07/1998,1998090706,58,9804,REX,9,48.1,166.0,985,25,0.0
09/12/1998,1998091206,19,9805,STELLA,1,18.7,144.6,1002,15,0.0
09/12/1998,1998091212,19,9805,STELLA,1,19.2,143.9,1002,15,0.0
09/12/1998,1998091218,19,9805,STELLA,1,19.8,143.3,1002,15,0.0
09/13/1998,1998091300,19,9805,STELLA,1,20.8,142.5,1002,15,0.0
09/13/1998,1998091306,19,9805,STELLA,1,21.5,141.9,1000,15,0.0
09/13/1998,1998091312,19,9805,STELLA,2,22.2,141.3,998,18,0.0
09/13/1998,1998091318,19,9805,STELLA,2,22.7,141.1,998,18,0.0
09/14/1998,1998091400,19,9805,STELLA,2,23.9,140.1,995,20,0.0
09/14/1998,1998091406,19,9805,STELLA,2,25.4,139.2,995,20,0.0
09/14/1998,1998091412,19,9805,STELLA,3,26.3,138.3,990,25,0.0
09/14/1998,1998091418,19,9805,STELLA,3,27.0,137.8,985,28,0.0
09/15/1998,1998091500,19,9805,STELLA,3,28.3,137.5,980,30,0.0
