date,YYYYMMMDD,BBBB,DDDD,H,I,LAT,LONG,PRES,WND,OWD
04/27/1995,1995042718,26,9501,Chuck,1,5.2,166.2,1006,12,0.0
04/28/1995,1995042800,26,9501,Chuck,1,5.5,166.3,1004,15,0.0
04/28/1995,1995042806,26,9501,Chuck,1,6.5,166.5,1004,15,0.0
04/28/1995,1995042812,26,9501,Chuck,1,7.0,166.5,1002,15,0.0
04/28/1995,1995042818,26,9501,Chuck,1,7.3,166.2,1002,15,0.0
04/29/1995,1995042900,26,9501,Chuck,2,7.4,165.5,998,18,0.0
04/29/1995,1995042906,26,9501,Chuck,2,7.3,164.5,998,18,0.0
04/29/1995,1995042912,26,9501,Chuck,2,7.1,163.7,998,18,0.0
04/29/1995,1995042918,26,9501,Chuck,2,6.9,163.1,998,18,0.0
04/30/1995,1995043000,26,9501,Chuck,2,6.7,162.7,998,18,0.0
04/30/1995,1995043006,26,9501,Chuck,2,6.6,162.6,998,18,0.0
04/30/1995,1995043012,26,9501,Chuck,2,6.4,162.3,998,18,0.0
04/30/1995,1995043018,26,9501,Chuck,2,5.9,161.9,998,18,0.0
05/01/1995,1995050100,26,9501,Chuck,1,5.4,161.6,1002,15,0.0
05/01/1995,1995050106,26,9501,Chuck,1,5.9,161.9,1002,15,0.0
05/01/1995,1995050112,26,9501,Chuck,1,6.8,161.7,1004,12,0.0
05/01/1995,1995050118,26,9501,Chuck,1,7.8,161.3,1004,12,0.0
05/02/1995,1995050200,26,9501,Chuck,1,8.8,160.8,1004,12,0.0
05/02/1995,1995050206,26,9501,Chuck,1,9.6,160.1,1004,12,0.0
05/02/1995,1995050212,26,9501,Chuck,0,10.3,159.2,1006,10,0.0
05/02/1995,1995050218,26,9501,Chuck,0,11.0,158.2,1006,10,0.0
05/03/1995,1995050300,26,9501,Chuck,0,11.5,157.7,1006,10,0.0
05/03/1995,1995050306,26,9501,Chuck,0,11.8,157.1,1006,10,0.0
05/03/1995,1995050312,26,9501,Chuck,0,12.0,156.5,1006,10,0.0
05/03/1995,1995050318,26,9501,Chuck,0,12.2,155.9,1006,10,0.0
05/04/1995,1995050400,26,9501,Chuck,0,12.3,155.2,1008,10,0.0
06/01/1995,1995060100,35,9502,Deanna,1,10.2,129.5,1004,12,0.0
06/01/1995,1995060106,35,9502,Deanna,1,10.8,128.4,1002,15,0.0
06/01/1995,1995060112,35,9502,Deanna,1,11.2,127.6,1002,15,0.0
06/01/1995,1995060118,35,9502,Deanna,1,11.5,126.4,1002,15,0.0
06/02/1995,1995060200,35,9502,Deanna,1,12.0,125.0,1002,15,0.0
06/02/1995,1995060206,35,9502,Deanna,1,12.9,123.1,1002,15,0.0
06/02/1995,1995060212,35,9502,Deanna,1,13.1,122.3,1000,15,0.0
06/02/1995,1995060218,35,9502,Deanna,1,13.6,121.2,1000,15,0.0
06/03/1995,1995060300,35,9502,Deanna,2,14.0,120.6,998,18,0.0
06/03/1995,1995060306,35,9502,Deanna,2,14.5,119.5,998,18,0.0
06/03/1995,1995060312,35,9502,Deanna,2,15.0,119.0,995,20,0.0
06/03/1995,1995060318,35,9502,Deanna,2,15.7,118.8,995,20,0.0
06/04/1995,1995060400,35,9502,Deanna,2,16.3,118.4,995,20,0.0
06/04/1995,1995060406,35,9502,Deanna,2,17.3,118.3,995,20,0.0
06/04/1995,1995060412,35,9502,Deanna,2,17.9,119.0,995,20,0.0
06/04/1995,1995060418,35,9502,Deanna,2,18.6,119.1,995,20,0.0
06/05/1995,1995060500,35,9502,Deanna,2,19.1,119.1,995,20,0.0
06/05/1995,1995060506,35,9502,Deanna,2,19.2,119.0,995,20,0.0
06/05/1995,1995060512,35,9502,Deanna,2,19.2,119.0,995,20,0.0
06/05/1995,1995060518,35,9502,Deanna,2,19.1,118.9,990,23,0.0
06/06/1995,1995060600,35,9502,Deanna,2,19.0,118.7,990,23,0.0
06/06/1995,1995060606,35,9502,Deanna,2,18.9,118.6,990,23,0.0
06/06/1995,1995060612,35,9502,Deanna,2,18.8,118.3,990,23,0.0
06/06/1995,1995060618,35,9502,Deanna,2,18.9,118.1,990,23,0.0
06/07/1995,1995060700,35,9502,Deanna,2,19.1,117.9,990,23,0.0
06/07/1995,1995060706,35,9502,Deanna,2,19.6,117.7,990,23,0.0
06/07/1995,1995060712,35,9502,Deanna,2,19.8,117.8,990,23,0.0
06/07/1995,1995060718,35,9502,Deanna,2,20.9,118.2,995,20,0.0
06/08/1995,1995060800,35,9502,Deanna,2,21.9,118.9,998,18,0.0
06/08/1995,1995060806,35,9502,Deanna,1,22.9,119.5,998,15,0.0
06/08/1995,1995060812,35,9502,Deanna,1,24.0,121.5,998,15,0.0
06/08/1995,1995060818,35,9502,Deanna,9,25.5,123.5,996,15,0.0
06/09/1995,1995060900,35,9502,Deanna,9,26.5,125.5,996,15,0.0
06/09/1995,1995060906,35,9502,Deanna,9,28.5,128.5,996,15,0.0
06/09/1995,1995060912,35,9502,Deanna,9,29.5,131.5,996,15,0.0
07/16/1995,1995071612,35,9503,Faye,1,16.7,141.7,1004,12,0.0
07/16/1995,1995071618,35,9503,Faye,1,17.3,141.4,1002,15,0.0
07/17/1995,1995071700,35,9503,Faye,1,17.8,141.0,1002,15,0.0
07/17/1995,1995071706,35,9503,Faye,1,18.2,140.3,1000,15,0.0
07/17/1995,1995071712,35,9503,Faye,2,18.5,139.7,998,18,0.0
07/17/1995,1995071718,35,9503,Faye,2,18.6,139.2,995,18,0.0
07/18/1995,1995071800,35,9503,Faye,2,18.7,138.4,992,20,0.0
07/18/1995,1995071806,35,9503,Faye,2,18.9,137.6,990,23,0.0
07/18/1995,1995071812,35,9503,Faye,2,19.1,137.1,990,23,0.0
07/18/1995,1995071818,35,9503,Faye,3,19.3,136.2,985,25,0.0
07/19/1995,1995071900,35,9503,Faye,3,19.6,135.6,980,30,0.0
07/19/1995,1995071906,35,9503,Faye,3,20.3,134.5,980,30,0.0
07/19/1995,1995071912,35,9503,Faye,3,20.8,133.6,980,30,0.0
