date,YYYYMMMDD,BBBB,DDDD,H,I,LAT,LONG,PRES,WND,OWD
05/01/2009,2009050112,27,901,Kujira,1,12.8,124.0,1006,13,0.0
05/01/2009,2009050118,27,901,Kujira,1,12.9,124.2,1004,13,0.0
05/02/2009,2009050200,27,901,Kujira,1,13.0,124.3,1004,13,0.0
05/02/2009,2009050206,27,901,Kujira,1,13.2,124.4,1002,15,0.0
05/02/2009,2009050212,27,901,Kujira,1,13.4,124.5,1002,15,0.0
05/02/2009,2009050218,27,901,Kujira,2,13.6,124.5,1000,18,0.0
05/02/2009,2009050218,42,902,Chan-hom,0,9.6,111.0,1006,10,0.0
05/03/2009,2009050300,27,901,Kujira,2,13.9,124.6,996,20,0.0
05/03/2009,2009050300,42,902,Chan-hom,1,9.7,111.3,1004,13,0.0
05/03/2009,2009050306,27,901,Kujira,2,14.1,125.0,990,23,0.0
05/03/2009,2009050306,42,902,Chan-hom,1,9.7,111.5,1002,15,0.0
05/03/2009,2009050312,27,901,Kujira,3,14.5,125.7,990,25,0.0
05/03/2009,2009050312,42,902,Chan-hom,2,9.9,111.7,998,18,0.0
05/03/2009,2009050318,27,901,Kujira,3,15.0,126.5,985,28,0.0
05/03/2009,2009050318,42,902,Chan-hom,2,10.2,111.9,996,18,0.0
05/04/2009,2009050400,27,901,Kujira,3,15.7,127.4,980,30,0.0
05/04/2009,2009050400,42,902,Chan-hom,2,10.5,112.2,996,18,0.0
05/04/2009,2009050406,27,901,Kujira,4,16.4,128.4,975,33,0.0
05/04/2009,2009050406,42,902,Chan-hom,2,10.9,112.1,995,20,0.0
05/04/2009,2009050412,27,901,Kujira,4,16.8,129.6,960,40,0.0
05/04/2009,2009050412,42,902,Chan-hom,2,11.2,112.0,990,23,0.0
05/04/2009,2009050418,27,901,Kujira,5,17.1,131.1,950,45,0.0
05/04/2009,2009050418,42,902,Chan-hom,3,11.4,112.0,990,25,0.0
05/05/2009,2009050500,27,901,Kujira,4,17.6,132.7,960,40,0.0
05/05/2009,2009050500,42,902,Chan-hom,3,11.6,112.0,985,28,0.0
05/05/2009,2009050506,27,901,Kujira,4,18.3,134.0,960,40,0.0
05/05/2009,2009050506,42,902,Chan-hom,3,12.1,111.8,985,28,0.0
05/05/2009,2009050512,27,901,Kujira,4,18.8,135.4,960,40,0.0
05/05/2009,2009050512,42,902,Chan-hom,3,12.7,112.0,985,28,0.0
05/05/2009,2009050518,27,901,Kujira,4,19.5,136.9,960,40,0.0
05/05/2009,2009050518,42,902,Chan-hom,3,13.3,112.5,985,28,0.0
05/06/2009,2009050600,27,901,Kujira,4,20.4,138.2,960,40,0.0
05/06/2009,2009050600,42,902,Chan-hom,3,13.6,113.0,985,28,0.0
05/06/2009,2009050606,27,901,Kujira,4,21.6,139.9,960,40,0.0
05/06/2009,2009050606,42,902,Chan-hom,3,14.1,113.9,985,28,0.0
05/06/2009,2009050612,27,901,Kujira,4,22.7,141.3,965,38,0.0
05/06/2009,2009050612,42,902,Chan-hom,3,14.4,114.7,980,30,0.0
05/06/2009,2009050618,27,901,Kujira,4,24.2,142.9,975,33,0.0
05/06/2009,2009050618,42,902,Chan-hom,4,14.8,116.0,975,33,0.0
05/07/2009,2009050700,42,902,Chan-hom,4,15.3,117.3,975,33,0.0
05/07/2009,2009050700,27,901,Kujira,3,26.0,143.8,985,28,0.0
05/07/2009,2009050706,42,902,Chan-hom,4,15.8,118.7,970,35,0.0
05/07/2009,2009050706,27,901,Kujira,2,28.2,145.1,990,23,0.0
05/07/2009,2009050712,27,901,Kujira,9,30.2,147.3,995,18,0.0
05/07/2009,2009050712,42,902,Chan-hom,3,16.5,120.2,975,30,0.0
05/07/2009,2009050718,27,901,Kujira,9,32.3,149.3,998,18,0.0
05/07/2009,2009050718,42,902,Chan-hom,3,17.1,121.6,990,25,0.0
05/08/2009,2009050800,27,901,Kujira,9,34.4,150.9,1000,18,0.0
05/08/2009,2009050800,42,902,Chan-hom,3,17.2,123.3,990,25,0.0
05/08/2009,2009050806,42,902,Chan-hom,2,17.3,124.5,990,23,0.0
05/08/2009,2009050812,42,902,Chan-hom,2,17.2,125.9,995,20,0.0
05/08/2009,2009050818,42,902,Chan-hom,2,17.1,126.9,995,18,0.0
05/09/2009,2009050900,42,902,Chan-hom,1,17.2,127.5,1000,15,0.0
05/09/2009,2009050906,42,902,Chan-hom,1,17.4,128.0,1000,15,0.0
05/09/2009,2009050912,42,902,Chan-hom,1,17.8,128.6,1000,15,0.0
05/09/2009,2009050918,42,902,Chan-hom,1,18.5,128.4,1002,13,0.0
05/10/2009,2009051000,42,902,Chan-hom,1,19.0,127.9,1004,13,0.0
05/10/2009,2009051006,42,902,Chan-hom,1,19.7,128.0,1004,13,0.0
05/10/2009,2009051012,42,902,Chan-hom,1,20.3,127.8,1004,13,0.0
05/10/2009,2009051018,42,902,Chan-hom,1,20.9,127.6,1004,13,0.0
05/11/2009,2009051100,42,902,Chan-hom,1,21.6,127.1,1004,13,0.0
05/11/2009,2009051106,42,902,Chan-hom,1,21.7,126.7,1004,13,0.0
05/11/2009,2009051112,42,902,Chan-hom,0,22.3,127.1,1006,10,0.0
05/11/2009,2009051118,42,902,Chan-hom,0,23.1,127.1,1006,10,0.0
05/12/2009,2009051200,42,902,Chan-hom,0,23.8,126.9,1006,10,0.0
05/12/2009,2009051206,42,902,Chan-hom,0,24.3,127.2,1008,10,0.0
05/12/2009,2009051212,42,902,Chan-hom,0,24.8,127.9,1008,10,0.0
05/12/2009,2009051218,42,902,Chan-hom,0,25.3,128.3,1008,10,0.0
05/13/2009,2009051300,42,902,Chan-hom,0,25.7,128.7,1008,10,0.0
06/17/2009,2009061706,32,903,Linfa,1,17.4,116.7,1002,13,0.0
06/17/2009,2009061712,32,903,Linfa,1,17.7,116.6,1002,13,0.0
06/17/2009,2009061718,32,903,Linfa,1,17.8,116.4,1002,15,0.0
06/18/2009,2009061800,32,903,Linfa,2,17.9,116.1,1000,18,0.0
06/18/2009,2009061806,32,903,Linfa,2,17.5,116.3,995,18,0.0
06/18/2009,2009061812,32,903,Linfa,2,17.3,116.6,995,18,0.0
06/18/2009,2009061818,32,903,Linfa,2,17.4,116.9,995,18,0.0
06/19/2009,2009061900,32,903,Linfa,2,17.8,117.2,995,20,0.0
06/19/2009,2009061906,32,903,Linfa,2,18.4,117.3,990,23,0.0
06/19/2009,2009061912,32,903,Linfa,3,19.1,117.3,990,25,0.0
06/19/2009,2009061918,32,903,Linfa,3,19.6,117.2,990,25,0.0
06/20/2009,2009062000,32,903,Linfa,3,20.1,117.2,985,28,0.0
06/20/2009,2009062006,32,903,Linfa,3,20.6,117.4,980,30,0.0
06/20/2009,2009062012,32,903,Linfa,3,21.2,117.8,980,30,0.0
06/20/2009,2009062018,32,903,Linfa,3,21.9,118.1,980,30,0.0
06/21/2009,2009062100,32,903,Linfa,3,22.9,118.3,980,30,0.0
06/21/2009,2009062106,32,903,Linfa,3,23.8,118.4,980,28,0.0
06/21/2009,2009062112,32,903,Linfa,3,24.4,118.5,980,28,0.0
06/21/2009,2009062118,32,903,Linfa,2,25.1,118.8,990,23,0.0
06/22/2009,2009062200,32,903,Linfa,2,25.9,119.4,995,20,0.0
06/22/2009,2009062206,32,903,Linfa,2,27.4,120.3,995,18,0.0
06/22/2009,2009062212,32,903,Linfa,1,28.3,121.4,998,13,0.0
06/22/2009,2009062212,19,904,Nangka,1,10.9,129.2,1002,13,0.0
06/22/2009,2009062218,32,903,Linfa,1,29.1,122.4,1000,13,0.0
06/22/2009,2009062218,19,904,Nangka,1,11.0,128.0,1002,15,0.0
06/23/2009,2009062300,32,903,Linfa,1,29.7,123.4,1000,13,0.0
06/23/2009,2009062300,19,904,Nangka,1,11.5,126.4,1000,15,0.0
06/23/2009,2009062306,32,903,Linfa,9,30.1,125.4,1000,15,0.0
06/23/2009,2009062306,19,904,Nangka,2,12.0,125.6,995,18,0.0
06/23/2009,2009062312,32,903,Linfa,9,31.7,129.1,998,15,0.0
06/23/2009,2009062312,19,904,Nangka,2,12.2,124.4,995,18,0.0
06/23/2009,2009062318,32,903,Linfa,9,33.2,133.4,998,13,0.0
06/23/2009,2009062318,19,904,Nangka,2,12.4,123.1,995,20,0.0
06/24/2009,2009062400,32,903,Linfa,9,34.0,137.4,998,13,0.0
06/24/2009,2009062400,19,904,Nangka,2,12.7,122.3,995,20,0.0
06/24/2009,2009062406,32,903,Linfa,9,35.6,142.0,1000,13,0.0
06/24/2009,2009062406,19,904,Nangka,2,13.3,121.3,995,20,0.0
06/24/2009,2009062412,32,903,Linfa,9,37.3,145.8,1000,13,0.0
06/24/2009,2009062412,19,904,Nangka,2,13.6,120.5,995,20,0.0
06/24/2009,2009062418,32,903,Linfa,9,39.0,149.0,1002,13,0.0
06/24/2009,2009062418,19,904,Nangka,2,14.2,119.7,995,20,0.0
06/25/2009,2009062500,32,903,Linfa,9,40.1,152.3,1002,13,0.0
06/25/2009,2009062500,19,904,Nangka,2,14.9,118.9,995,20,0.0
06/25/2009,2009062506,19,904,Nangka,2,16.1,118.3,995,20,0.0
06/25/2009,2009062512,19,904,Nangka,2,17.4,117.7,996,20,0.0
06/25/2009,2009062518,19,904,Nangka,2,18.4,116.9,996,20,0.0
06/26/2009,2009062600,19,904,Nangka,2,19.2,116.3,996,20,0.0
06/26/2009,2009062606,19,904,Nangka,2,20.7,115.7,990,23,0.0
06/26/2009,2009062612,19,904,Nangka,2,22.1,115.0,988,23,0.0
06/26/2009,2009062618,19,904,Nangka,1,22.8,114.5,995,16,0.0
06/27/2009,2009062700,19,904,Nangka,0,23.3,114.4,1000,10,0.0
07/09/2009,2009070918,13,905,Soudelor,1,18.6,122.0,1002,13,0.0
07/10/2009,2009071000,13,905,Soudelor,1,18.8,120.6,1000,15,0.0
07/10/2009,2009071006,13,905,Soudelor,1,19.1,119.9,1000,15,0.0
07/10/2009,2009071012,13,905,Soudelor,1,19.3,118.2,998,15,0.0
07/10/2009,2009071018,13,905,Soudelor,1,19.5,116.8,996,15,0.0
07/11/2009,2009071100,13,905,Soudelor,2,19.7,115.5,995,18,0.0
07/11/2009,2009071106,13,905,Soudelor,2,20.0,114.0,995,18,0.0
07/11/2009,2009071112,13,905,Soudelor,2,20.0,112.7,995,18,0.0
07/11/2009,2009071118,13,905,Soudelor,2,20.0,111.7,995,18,0.0
07/12/2009,2009071200,13,905,Soudelor,2,20.3,110.1,994,18,0.0
07/12/2009,2009071206,13,905,Soudelor,2,20.7,108.7,994,18,0.0
07/12/2009,2009071212,13,905,Soudelor,1,21.2,106.5,998,15,0.0
07/12/2009,2009071218,13,905,Soudelor,1,20.8,105.0,1000,13,0.0
07/15/2009,2009071500,19,906,Molave,1,14.1,128.6,1004,15,0.0
07/15/2009,2009071506,19,906,Molave,1,14.4,127.8,1002,15,0.0
07/15/2009,2009071512,19,906,Molave,1,14.9,127.1,1000,15,0.0
07/15/2009,2009071518,19,906,Molave,1,15.4,126.4,998,15,0.0
07/16/2009,2009071600,19,906,Molave,1,16.0,125.6,998,15,0.0
07/16/2009,2009071606,19,906,Molave,2,16.6,125.1,998,18,0.0
07/16/2009,2009071612,19,906,Molave,2,17.4,124.6,995,18,0.0
07/16/2009,2009071618,19,906,Molave,2,17.9,124.1,995,20,0.0
07/17/2009,2009071700,19,906,Molave,2,18.6,123.4,992,23,0.0
07/17/2009,2009071706,19,906,Molave,3,19.5,122.6,990,25,0.0
07/17/2009,2009071712,19,906,Molave,3,20.6,121.3,980,30,0.0
07/17/2009,2009071718,19,906,Molave,4,21.0,119.6,975,33,0.0
07/18/2009,2009071800,19,906,Molave,4,21.4,118.3,975,33,0.0
07/18/2009,2009071806,19,906,Molave,4,21.7,117.2,970,35,0.0
07/18/2009,2009071812,19,906,Molave,4,22.3,116.0,965,38,0.0
07/18/2009,2009071818,19,906,Molave,4,22.6,114.4,975,33,0.0
07/19/2009,2009071900,19,906,Molave,2,22.9,112.9,987,20,0.0
07/19/2009,2009071906,19,906,Molave,2,23.3,111.2,990,18,0.0
07/19/2009,2009071912,19,906,Molave,1,23.8,109.6,996,13,0.0
07/31/2009,2009073112,37,907,Goni,1,15.7,129.8,994,15,0.0
07/31/2009,2009073118,37,907,Goni,1,16.1,128.0,992,15,0.0
08/01/2009,2009080100,37,907,Goni,1,16.5,126.1,992,15,0.0
08/01/2009,2009080106,37,907,Goni,1,16.9,124.1,992,15,0.0
08/01/2009,2009080112,37,907,Goni,1,17.3,122.5,992,15,0.0
08/01/2009,2009080118,37,907,Goni,1,17.3,120.6,992,15,0.0
08/02/2009,2009080200,37,907,Goni,1,17.6,118.7,992,15,0.0
08/02/2009,2009080206,37,907,Goni,2,18.0,116.9,992,18,0.0
08/02/2009,2009080212,37,907,Goni,2,18.1,116.5,992,18,0.0
08/02/2009,2009080218,37,907,Goni,2,18.3,116.1,992,18,0.0
08/03/2009,2009080300,37,907,Goni,2,18.5,115.9,992,18,0.0
08/03/2009,2009080306,37,907,Goni,2,19.2,115.6,992,18,0.0
08/03/2009,2009080306,41,908,Morakot,1,20.2,133.7,1000,15,0.0
08/03/2009,2009080312,37,907,Goni,2,19.8,115.2,990,18,0.0
08/03/2009,2009080312,41,908,Morakot,1,20.3,134.8,1000,15,0.0
08/03/2009,2009080318,41,908,Morakot,2,21.0,135.5,994,18,0.0
08/03/2009,2009080318,37,907,Goni,2,20.1,114.7,990,20,0.0
08/04/2009,2009080400,41,908,Morakot,2,21.7,135.8,994,18,0.0
08/04/2009,2009080400,37,907,Goni,2,20.5,114.2,985,23,0.0
08/04/2009,2009080406,37,907,Goni,3,21.0,113.9,980,25,0.0
08/04/2009,2009080406,41,908,Morakot,2,22.2,135.4,994,20,0.0
08/04/2009,2009080412,37,907,Goni,3,21.5,113.5,975,28,0.0
08/04/2009,2009080412,41,908,Morakot,2,22.4,134.5,990,23,0.0
08/04/2009,2009080418,41,908,Morakot,3,22.5,133.8,990,25,0.0
08/04/2009,2009080418,37,907,Goni,3,21.8,113.0,980,25,0.0
08/05/2009,2009080500,41,908,Morakot,3,22.7,133.2,985,28,0.0
08/05/2009,2009080500,37,907,Goni,3,21.8,112.8,980,25,0.0
08/05/2009,2009080506,41,908,Morakot,4,22.8,132.2,975,33,0.0
08/05/2009,2009080506,37,907,Goni,2,22.0,112.5,985,23,0.0
08/05/2009,2009080512,41,908,Morakot,4,23.0,131.0,970,35,0.0
08/05/2009,2009080512,37,907,Goni,2,22.1,112.3,985,20,0.0
08/05/2009,2009080518,41,908,Morakot,4,23.1,129.5,965,38,0.0
08/05/2009,2009080518,37,907,Goni,2,22.1,112.1,985,18,0.0
08/06/2009,2009080600,41,908,Morakot,4,23.3,128.3,960,40,0.0
08/06/2009,2009080600,37,907,Goni,2,22.0,111.4,985,18,0.0
08/06/2009,2009080606,41,908,Morakot,4,23.3,127.0,960,40,0.0
08/06/2009,2009080606,37,907,Goni,2,21.9,111.0,985,18,0.0
08/06/2009,2009080612,41,908,Morakot,4,23.4,125.4,955,40,0.0
08/06/2009,2009080612,37,907,Goni,2,21.3,110.5,983,20,0.0
08/06/2009,2009080618,41,908,Morakot,4,23.4,124.0,955,40,0.0
08/06/2009,2009080618,37,907,Goni,2,20.9,110.2,983,20,0.0
08/07/2009,2009080700,41,908,Morakot,4,23.6,123.2,950,40,0.0
08/07/2009,2009080700,37,907,Goni,3,20.6,109.9,972,25,0.0
08/07/2009,2009080706,41,908,Morakot,4,23.6,122.4,950,40,0.0
08/07/2009,2009080706,37,907,Goni,3,20.2,109.3,972,28,0.0
08/07/2009,2009080712,41,908,Morakot,4,23.7,122.0,950,40,0.0
08/07/2009,2009080712,37,907,Goni,2,19.9,108.9,985,23,0.0
08/07/2009,2009080718,41,908,Morakot,4,24.0,121.5,960,38,0.0
08/07/2009,2009080718,37,907,Goni,2,19.5,108.5,985,20,0.0
08/08/2009,2009080800,41,908,Morakot,4,24.6,121.5,970,35,0.0
08/08/2009,2009080800,37,907,Goni,2,19.1,108.3,985,20,0.0
08/08/2009,2009080800,27,909,Etau,1,23.0,139.9,1000,15,0.0
08/08/2009,2009080806,41,908,Morakot,4,25.1,121.0,970,35,0.0
08/08/2009,2009080806,37,907,Goni,2,18.9,108.2,985,18,0.0
08/08/2009,2009080806,27,909,Etau,1,23.8,139.0,998,15,0.0
08/08/2009,2009080812,41,908,Morakot,4,25.3,120.6,970,35,0.0
08/08/2009,2009080812,37,907,Goni,2,18.1,108.6,985,18,0.0
08/08/2009,2009080812,27,909,Etau,1,24.7,137.9,998,15,0.0
08/08/2009,2009080818,41,908,Morakot,4,25.6,120.5,970,35,0.0
08/08/2009,2009080818,27,909,Etau,1,25.3,137.1,998,15,0.0
08/08/2009,2009080818,37,907,Goni,1,17.7,110.1,990,15,0.0
08/09/2009,2009080900,41,908,Morakot,4,25.9,120.4,975,33,0.0
08/09/2009,2009080900,27,909,Etau,1,26.0,136.3,998,15,0.0
08/09/2009,2009080900,37,907,Goni,1,17.9,111.2,990,15,0.0
08/09/2009,2009080906,41,908,Morakot,4,26.3,120.1,975,33,0.0
08/09/2009,2009080906,27,909,Etau,2,27.0,135.2,995,18,0.0
08/09/2009,2009080906,37,907,Goni,1,18.8,112.5,992,13,0.0
08/09/2009,2009080912,41,908,Morakot,3,26.7,119.8,975,30,0.0
08/09/2009,2009080912,27,909,Etau,2,28.0,134.8,995,18,0.0
08/09/2009,2009080912,37,907,Goni,0,19.3,113.2,994,10,0.0
08/09/2009,2009080918,41,908,Morakot,3,27.2,119.7,985,25,0.0
08/09/2009,2009080918,27,909,Etau,2,29.1,134.7,995,18,0.0
08/10/2009,2009081000,27,909,Etau,2,30.0,134.7,994,20,0.0
08/10/2009,2009081000,41,908,Morakot,2,27.7,119.8,987,23,0.0
08/10/2009,2009081006,27,909,Etau,2,31.1,135.2,992,20,0.0
08/10/2009,2009081006,41,908,Morakot,2,28.7,120.0,990,20,0.0
08/10/2009,2009081012,27,909,Etau,2,32.0,135.9,992,20,0.0
08/10/2009,2009081012,41,908,Morakot,2,30.1,120.0,994,20,0.0
08/10/2009,2009081018,27,909,Etau,2,32.7,136.9,992,20,0.0
08/10/2009,2009081018,41,908,Morakot,2,31.2,119.9,995,20,0.0
08/11/2009,2009081100,27,909,Etau,2,33.2,138.6,992,20,0.0
08/11/2009,2009081100,41,908,Morakot,2,32.4,120.6,995,18,0.0
08/11/2009,2009081106,27,909,Etau,2,33.4,140.8,992,20,0.0
08/11/2009,2009081106,41,908,Morakot,2,32.8,120.8,995,18,0.0
