date,YYYYMMMDD,BBBB,DDDD,H,I,LAT,LONG,PRES,WND,OWD
03/22/2010,2010032206,18,1001,Omais,1,7.9,142.6,1004,15,0.0
03/22/2010,2010032212,18,1001,Omais,1,8.4,141.8,1004,15,0.0
03/22/2010,2010032218,18,1001,Omais,1,8.9,140.7,1002,15,0.0
03/23/2010,2010032300,18,1001,Omais,1,9.5,139.6,1002,15,0.0
03/23/2010,2010032306,18,1001,Omais,1,10.1,138.7,1002,15,0.0
03/23/2010,2010032312,18,1001,Omais,1,10.6,137.4,1002,15,0.0
03/23/2010,2010032318,18,1001,Omais,1,10.9,136.4,1002,15,0.0
03/24/2010,2010032400,18,1001,Omais,1,11.6,135.5,1000,15,0.0
03/24/2010,2010032406,18,1001,Omais,1,12.3,134.5,1000,15,0.0
03/24/2010,2010032412,18,1001,Omais,2,13.3,133.4,998,18,0.0
03/24/2010,2010032418,18,1001,Omais,2,14.1,132.6,998,18,0.0
03/25/2010,2010032500,18,1001,Omais,2,14.8,132.3,998,18,0.0
03/25/2010,2010032506,18,1001,Omais,2,15.4,132.1,998,18,0.0
03/25/2010,2010032512,18,1001,Omais,2,16.2,132.1,998,18,0.0
03/25/2010,2010032518,18,1001,Omais,2,17.0,132.2,998,18,0.0
03/26/2010,2010032600,18,1001,Omais,2,17.4,131.6,1000,18,0.0
03/26/2010,2010032606,18,1001,Omais,1,17.6,131.8,1004,15,0.0
03/26/2010,2010032612,18,1001,Omais,1,17.7,132.1,1006,13,0.0
07/11/2010,2010071112,27,1002,Conson,1,13.6,132.6,1006,13,0.0
07/11/2010,2010071118,27,1002,Conson,1,14.0,131.8,1002,15,0.0
07/12/2010,2010071200,27,1002,Conson,2,14.3,130.4,998,18,0.0
07/12/2010,2010071206,27,1002,Conson,3,14.2,129.3,990,25,0.0
07/12/2010,2010071212,27,1002,Conson,3,14.3,127.7,980,30,0.0
07/12/2010,2010071218,27,1002,Conson,4,14.3,126.4,975,33,0.0
07/13/2010,2010071300,27,1002,Conson,4,14.3,124.8,970,35,0.0
07/13/2010,2010071306,27,1002,Conson,4,14.3,123.5,970,35,0.0
07/13/2010,2010071312,27,1002,Conson,4,14.5,122.3,970,35,0.0
07/13/2010,2010071318,27,1002,Conson,3,14.4,121.1,980,30,0.0
07/14/2010,2010071400,27,1002,Conson,3,14.7,119.7,980,30,0.0
07/14/2010,2010071406,27,1002,Conson,3,15.4,118.4,990,25,0.0
07/14/2010,2010071412,27,1002,Conson,3,16.0,117.6,990,25,0.0
07/14/2010,2010071418,27,1002,Conson,3,16.2,116.2,990,25,0.0
07/15/2010,2010071500,27,1002,Conson,3,16.3,115.0,990,25,0.0
07/15/2010,2010071506,27,1002,Conson,3,16.5,113.8,980,30,0.0
07/15/2010,2010071512,27,1002,Conson,4,16.7,113.0,975,33,0.0
07/15/2010,2010071518,27,1002,Conson,4,16.9,112.0,970,35,0.0
07/16/2010,2010071600,27,1002,Conson,4,17.1,111.1,970,35,0.0
07/16/2010,2010071606,27,1002,Conson,4,17.7,110.3,970,35,0.0
